latin	shavian	part of speech	pronunciation	frequency
lyrical	𐑤𐑦𐑮𐑦𐑒𐑩𐑤			13
maddening	𐑥𐑨𐑛𐑩𐑯𐑦𐑙			13
magnificence	𐑥𐑨𐑜𐑯𐑦𐑓𐑦𐑕𐑩𐑯𐑕			13
mags	𐑥𐑨𐑜𐑟			13
maneuvered	𐑥𐑩𐑯𐑵𐑝𐑼𐑛			13
maniacal	𐑥𐑩𐑯𐑲𐑩𐑒𐑩𐑤			13
manitoba	𐑥𐑨𐑯𐑦𐑑𐑴𐑚𐑩			13
mansions	𐑥𐑨𐑯𐑖𐑩𐑯𐑟			13
marginal	𐑥𐑸𐑡𐑦𐑯𐑩𐑤			13
meditating	𐑥𐑧𐑛𐑦𐑑𐑱𐑑𐑦𐑙			13
mercilessly	𐑥𐑻𐑕𐑦𐑤𐑩𐑕𐑤𐑦			13
meringue	𐑥𐑼𐑨𐑙			13
mermaids	𐑥𐑻𐑥𐑱𐑛𐑟			13
metric	𐑥𐑧𐑑𐑮𐑦𐑒			13
middies	𐑥𐑦𐑛𐑦𐑟			13
miner	𐑥𐑲𐑯𐑼			13
minorities	𐑥𐑲𐑯𐑹𐑦𐑑𐑦𐑟			13
miriam	𐑥𐑦𐑮𐑾𐑥			13
miscalculation	𐑥𐑦𐑕𐑒𐑨𐑤𐑒𐑿𐑤𐑱𐑖𐑩𐑯			13
missionaries	𐑥𐑦𐑖𐑩𐑯𐑺𐑦𐑟			13
mobility	𐑥𐑴𐑚𐑦𐑤𐑦𐑑𐑦			13
modicum	𐑥𐑪𐑛𐑦𐑒𐑩𐑥			13
molest	𐑥𐑩𐑤𐑧𐑕𐑑			13
moloch	𐑥𐑴𐑤𐑪𐑒			13
monoxide	𐑥𐑪𐑯𐑪𐑒𐑕𐑲𐑛			13
mooch	𐑥𐑵𐑗			13
moreover	𐑥𐑹𐑴𐑝𐑼			13
morsel	𐑥𐑹𐑕𐑩𐑤			13
mortar	𐑥𐑹𐑑𐑼			13
murky	𐑥𐑻𐑒𐑦			13
narcissism	𐑯𐑸𐑕𐑦𐑕𐑦𐑟𐑩𐑥			13
narcotic	𐑯𐑸𐑒𐑪𐑑𐑦𐑒			13
narrowly	𐑯𐑨𐑮𐑴𐑤𐑦			13
natured	𐑯𐑱𐑗𐑼𐑛			13
neatness	𐑯𐑰𐑑𐑯𐑩𐑕			13
negate	𐑯𐑦𐑜𐑱𐑑			13
neurology	𐑯𐑘𐑫𐑼𐑪𐑤𐑩𐑡𐑦			13
nicaragua	𐑯𐑦𐑒𐑼𐑭𐑜𐑢𐑩			13
nilly	𐑯𐑦𐑤𐑦			13
nimrod	𐑯𐑦𐑥𐑮𐑪𐑛			13
nipping	𐑯𐑦𐑐𐑦𐑙			13
node	𐑯𐑴𐑛			13
notable	𐑯𐑴𐑑𐑩𐑚𐑩𐑤			13
nozzle	𐑯𐑪𐑟𐑩𐑤			13
nutritional	𐑯𐑵𐑑𐑮𐑦𐑖𐑩𐑯𐑩𐑤			13
nymph	𐑯𐑦𐑥𐑓			13
obtuse	𐑩𐑚𐑑𐑵𐑕			13
officiate	𐑩𐑓𐑦𐑖𐑦𐑱𐑑			13
omelettes	𐑪𐑥𐑤𐑩𐑑𐑕			13
orgies	𐑹𐑡𐑦𐑟			13
orthodontist	𐑹𐑔𐑩𐑛𐑪𐑯𐑑𐑦𐑕𐑑			13
outlaws	𐑬𐑑𐑤𐑷𐑟			13
outlive	𐑬𐑑𐑤𐑦𐑝			13
outspoken	𐑬𐑑𐑕𐑐𐑴𐑒𐑩𐑯			13
overdid	𐑴𐑝𐑼𐑛𐑦𐑛			13
overflow	𐑴𐑝𐑼𐑓𐑤𐑴			13
overlap	𐑴𐑝𐑼𐑤𐑨𐑐			13
overpaid	𐑴𐑝𐑼𐑐𐑱𐑛			13
overseeing	𐑴𐑝𐑼𐑕𐑰𐑦𐑙			13
overstating	𐑴𐑝𐑼𐑕𐑑𐑱𐑑𐑦𐑙			13
overwhelms	𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑟			13
ozzie	𐑪𐑟𐑦			13
pacifist	𐑐𐑨𐑕𐑦𐑓𐑦𐑕𐑑			13
paleontologist	𐑐𐑱𐑤𐑾𐑯𐑑𐑪𐑤𐑩𐑡𐑦𐑕𐑑			13
panics	𐑐𐑨𐑯𐑦𐑒𐑕			13
paprika	𐑐𐑨𐑐𐑮𐑦𐑒𐑩			13
pardons	𐑐𐑸𐑛𐑩𐑯𐑟			13
passageways	𐑐𐑨𐑕𐑦𐑡𐑢𐑱𐑟			13
patten	𐑐𐑨𐑑𐑩𐑯			13
payload	𐑐𐑱𐑤𐑴𐑛			13
pedals	𐑐𐑧𐑛𐑩𐑤𐑟			13
perspiration	𐑐𐑻𐑕𐑐𐑼𐑱𐑖𐑩𐑯			13
peruvian	𐑐𐑼𐑵𐑝𐑾𐑯			13
pesos	𐑐𐑱𐑕𐑴𐑟			13
pessimist	𐑐𐑧𐑕𐑦𐑥𐑦𐑕𐑑			13
pestilence	𐑐𐑧𐑕𐑑𐑦𐑤𐑩𐑯𐑕			13
pests	𐑐𐑧𐑕𐑑𐑕			13
phases	𐑓𐑱𐑟𐑩𐑟			13
phosphorous	𐑓𐑪𐑕𐑓𐑼𐑩𐑕			13
photogenic	𐑓𐑴𐑑𐑩𐑡𐑧𐑯𐑦𐑒			13
picker	𐑐𐑦𐑒𐑼			13
pickled	𐑐𐑦𐑒𐑩𐑤𐑛			13
piddles	𐑐𐑦𐑛𐑩𐑤𐑟			13
pieced	𐑐𐑰𐑕𐑑			13
piglet	𐑐𐑦𐑜𐑤𐑩𐑑			13
piranhas	𐑐𐑦𐑮𐑭𐑯𐑩𐑟			13
pitting	𐑐𐑦𐑑𐑦𐑙			13
pivot	𐑐𐑦𐑝𐑩𐑑			13
pixilated	𐑐𐑦𐑒𐑕𐑦𐑤𐑱𐑑𐑩𐑛			13
plateau	𐑐𐑤𐑨𐑑𐑴			13
plaything	𐑐𐑤𐑱𐑔𐑦𐑙			13
plums	𐑐𐑤𐑳𐑥𐑟			13
pollute	𐑐𐑩𐑤𐑵𐑑			13
precautionary	𐑐𐑮𐑦𐑒𐑷𐑖𐑩𐑯𐑺𐑦			13
predisposed	𐑐𐑮𐑰𐑛𐑦𐑕𐑐𐑴𐑟𐑛			13
pregnancies	𐑐𐑮𐑧𐑜𐑯𐑩𐑯𐑕𐑦𐑟			13
premarital	𐑐𐑮𐑰𐑥𐑨𐑮𐑦𐑑𐑩𐑤			13
prevailed	𐑐𐑮𐑦𐑝𐑱𐑤𐑛			13
priesthood	𐑐𐑮𐑰𐑕𐑑𐑣𐑫𐑛			13
prophets	𐑐𐑮𐑪𐑓𐑩𐑑𐑕			13
prose	𐑐𐑮𐑴𐑟			13
protocols	𐑐𐑮𐑴𐑑𐑩𐑒𐑪𐑤𐑟			13
provinces	𐑐𐑮𐑪𐑝𐑦𐑯𐑕𐑩𐑟			13
psychologists	𐑕𐑲𐑒𐑪𐑤𐑩𐑡𐑦𐑕𐑑𐑕			13
publications	𐑐𐑳𐑚𐑤𐑦𐑒𐑱𐑖𐑩𐑯𐑟			13
publishers	𐑐𐑳𐑚𐑤𐑦𐑖𐑼𐑟			13
pulpit	𐑐𐑫𐑤𐑐𐑦𐑑			13
punters	𐑐𐑳𐑯𐑑𐑼𐑟			13
purging	𐑐𐑻𐑡𐑦𐑙			13
purr	𐑐𐑻			13
pursuant	𐑐𐑼𐑕𐑵𐑩𐑯𐑑			13
quaker	𐑒𐑢𐑱𐑒𐑼			13
quarantined	𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑰𐑯𐑛			13
quell	𐑒𐑢𐑧𐑤			13
quirk	𐑒𐑢𐑻𐑒			13
raccoons	𐑮𐑨𐑒𐑵𐑯𐑟			13
racetrack	𐑮𐑱𐑕𐑑𐑮𐑨𐑒			13
ramblings	𐑮𐑨𐑥𐑚𐑩𐑤𐑦𐑙𐑟			13
raring	𐑮𐑺𐑦𐑙			13
ration	𐑮𐑨𐑖𐑩𐑯			13
realms	𐑮𐑧𐑤𐑥𐑟			13
reapers	𐑮𐑰𐑐𐑼𐑟			13
rearing	𐑮𐑽𐑦𐑙			13
reassignment	𐑮𐑰𐑩𐑕𐑲𐑯𐑥𐑩𐑯𐑑			13
receding	𐑮𐑦𐑕𐑰𐑛𐑦𐑙			13
recklessly	𐑮𐑧𐑒𐑤𐑩𐑕𐑤𐑦			13
rectal	𐑮𐑧𐑒𐑑𐑩𐑤			13
rectangle	𐑮𐑧𐑒𐑑𐑨𐑙𐑜𐑩𐑤			13
redone	𐑮𐑰𐑛𐑳𐑯			13
redskins	𐑮𐑧𐑛𐑕𐑒𐑦𐑯𐑟			13
redundancies	𐑮𐑦𐑛𐑳𐑯𐑛𐑩𐑯𐑕𐑦𐑟			13
reefs	𐑮𐑰𐑓𐑕			13
reeled	𐑮𐑰𐑤𐑛			13
reforms	𐑮𐑦𐑓𐑹𐑥𐑟			13
refrigerated	𐑮𐑦𐑓𐑮𐑦𐑡𐑼𐑱𐑑𐑩𐑛			13
refute	𐑮𐑦𐑓𐑿𐑑			13
remnants	𐑮𐑧𐑥𐑯𐑩𐑯𐑑𐑕			13
renovate	𐑮𐑧𐑯𐑩𐑝𐑱𐑑			13
replies	𐑮𐑦𐑐𐑤𐑲𐑟			13
reprimanded	𐑮𐑧𐑐𐑮𐑦𐑥𐑭𐑯𐑛𐑩𐑛			13
reputed	𐑮𐑦𐑐𐑿𐑑𐑩𐑛			13
resorts	𐑮𐑦𐑟𐑹𐑑𐑕			13
restitution	𐑮𐑧𐑕𐑑𐑦𐑑𐑵𐑖𐑩𐑯			13
retaining	𐑮𐑦𐑑𐑱𐑯𐑦𐑙			13
retake	𐑮𐑰𐑑𐑱𐑒			13
reuniting	𐑮𐑰𐑿𐑯𐑲𐑑𐑦𐑙			13
revisions	𐑮𐑦𐑝𐑦𐑠𐑩𐑯𐑟			13
revolutionize	𐑮𐑧𐑝𐑩𐑤𐑵𐑖𐑩𐑯𐑲𐑟			13
robs	𐑮𐑪𐑚𐑟			13
romping	𐑮𐑪𐑥𐑐𐑦𐑙			13
roomy	𐑮𐑵𐑥𐑦			13
roost	𐑮𐑵𐑕𐑑			13
rothwell	𐑮𐑪𐑔𐑢𐑧𐑤			13
rougher	𐑮𐑳𐑓𐑼			13
roughnecks	𐑮𐑳𐑓𐑯𐑧𐑒𐑕			13
ruffled	𐑮𐑳𐑓𐑩𐑤𐑛			13
ruffles	𐑮𐑳𐑓𐑩𐑤𐑟			13
salamander	𐑕𐑨𐑤𐑩𐑥𐑨𐑯𐑛𐑼			13
saluting	𐑕𐑩𐑤𐑵𐑑𐑦𐑙			13
salvaged	𐑕𐑨𐑤𐑝𐑦𐑡𐑛			13
sandpaper	𐑕𐑨𐑯𐑛𐑐𐑱𐑐𐑼			13
sax	𐑕𐑨𐑒𐑕			13
sciences	𐑕𐑲𐑩𐑯𐑕𐑩𐑟			13
scorching	𐑕𐑒𐑹𐑗𐑦𐑙			13
scoreboard	𐑕𐑒𐑹𐑚𐑹𐑛			13
scoured	𐑕𐑒𐑬𐑼𐑛			13
scrapings	𐑕𐑒𐑮𐑱𐑐𐑦𐑙𐑟			13
scripture	𐑕𐑒𐑮𐑦𐑐𐑗𐑼			13
sculptor	𐑕𐑒𐑳𐑤𐑐𐑑𐑼			13
seam	𐑕𐑰𐑥			13
seascape	𐑕𐑰𐑕𐑒𐑱𐑐			13
sequins	𐑕𐑰𐑒𐑢𐑦𐑯𐑟			13
servitude	𐑕𐑻𐑝𐑦𐑑𐑵𐑛			13
shalom	𐑖𐑩𐑤𐑪𐑥			13
shingle	𐑖𐑦𐑙𐑜𐑩𐑤			13
shins	𐑖𐑦𐑯𐑟			13
shipwrecked	𐑖𐑦𐑐𐑮𐑧𐑒𐑑			13
shoemaker	𐑖𐑵𐑥𐑱𐑒𐑼			13
shriveled	𐑖𐑮𐑦𐑝𐑩𐑤𐑛			13
shuffled	𐑖𐑳𐑓𐑩𐑤𐑛			13
sickened	𐑕𐑦𐑒𐑩𐑯𐑛			13
signifying	𐑕𐑦𐑜𐑯𐑦𐑓𐑲𐑦𐑙			13
singed	𐑕𐑦𐑯𐑡𐑛			13
siphoning	𐑕𐑲𐑓𐑩𐑯𐑦𐑙			13
sizzle	𐑕𐑦𐑟𐑩𐑤			13
skillet	𐑕𐑒𐑦𐑤𐑩𐑑			13
skirmish	𐑕𐑒𐑻𐑥𐑦𐑖			13
slackers	𐑕𐑤𐑨𐑒𐑼𐑟			13
sleek	𐑕𐑤𐑰𐑒			13
sleet	𐑕𐑤𐑰𐑑			13
slings	𐑕𐑤𐑦𐑙𐑟			13
smearing	𐑕𐑥𐑽𐑦𐑙			13
smirking	𐑕𐑥𐑻𐑒𐑦𐑙			13
smock	𐑕𐑥𐑪𐑒			13
smudged	𐑕𐑥𐑳𐑡𐑛			13
smugglers	𐑕𐑥𐑳𐑜𐑩𐑤𐑼𐑟			13
snags	𐑕𐑯𐑨𐑜𐑟			13
snicker	𐑕𐑯𐑦𐑒𐑼			13
sniffed	𐑕𐑯𐑦𐑓𐑑			13
snuggled	𐑕𐑯𐑳𐑜𐑩𐑤𐑛			13
solvent	𐑕𐑪𐑤𐑝𐑩𐑯𐑑			13
soot	𐑕𐑫𐑑			13
sorcerers	𐑕𐑹𐑕𐑼𐑼𐑟			13
specter	𐑕𐑐𐑧𐑒𐑑𐑼			13
speedway	𐑕𐑐𐑰𐑛𐑢𐑱			13
splashing	𐑕𐑐𐑤𐑨𐑖𐑦𐑙			13
splatter	𐑕𐑐𐑤𐑨𐑑𐑼			13
splendidly	𐑕𐑐𐑤𐑧𐑯𐑛𐑦𐑛𐑤𐑦			13
splint	𐑕𐑐𐑤𐑦𐑯𐑑			13
squandered	𐑕𐑒𐑢𐑪𐑯𐑛𐑼𐑛			13
stagger	𐑕𐑑𐑨𐑜𐑼			13
stair	𐑕𐑑𐑺			13
stately	𐑕𐑑𐑱𐑑𐑤𐑦			13
stenographer	𐑕𐑑𐑧𐑯𐑪𐑜𐑮𐑩𐑓𐑼			13
stipulate	𐑕𐑑𐑦𐑐𐑿𐑤𐑱𐑑			13
stronghold	𐑕𐑑𐑮𐑪𐑙𐑣𐑴𐑤𐑛			13
stuffs	𐑕𐑑𐑳𐑓𐑕			13
stumbles	𐑕𐑑𐑳𐑥𐑚𐑩𐑤𐑟			13
subsidize	𐑕𐑳𐑚𐑕𐑦𐑛𐑲𐑟			13
succumb	𐑕𐑩𐑒𐑳𐑥			13
sullen	𐑕𐑳𐑤𐑩𐑯			13
suntan	𐑕𐑳𐑯𐑑𐑨𐑯			13
supremely	𐑕𐑵𐑐𐑮𐑰𐑥𐑤𐑦			13
surging	𐑕𐑻𐑡𐑦𐑙			13
swank	𐑕𐑢𐑨𐑙𐑒			13
swapped	𐑕𐑢𐑪𐑐𐑑			13
swells	𐑕𐑢𐑧𐑤𐑟			13
taliban	𐑑𐑨𐑤𐑦𐑚𐑨𐑯			13
tarragon	𐑑𐑨𐑮𐑩𐑜𐑪𐑯			13
teas	𐑑𐑰𐑟			13
telemetry	𐑑𐑦𐑤𐑧𐑥𐑩𐑑𐑮𐑦			13
tellers	𐑑𐑧𐑤𐑼𐑟			13
tenacity	𐑑𐑦𐑯𐑨𐑕𐑦𐑑𐑦			13
tenors	𐑑𐑧𐑯𐑼𐑟			13
terminology	𐑑𐑻𐑥𐑦𐑯𐑪𐑤𐑩𐑡𐑦			13
thrash	𐑔𐑮𐑨𐑖			13
thrashing	𐑔𐑮𐑨𐑖𐑦𐑙			13
thriller	𐑔𐑮𐑦𐑤𐑼			13
thrusters	𐑔𐑮𐑳𐑕𐑑𐑼𐑟			13
thumbing	𐑔𐑳𐑥𐑦𐑙			13
tibia	𐑑𐑦𐑚𐑾			13
tidying	𐑑𐑲𐑛𐑦𐑦𐑙			13
tins	𐑑𐑦𐑯𐑟			13
tiptoeing	𐑑𐑦𐑐𐑑𐑴𐑦𐑙			13
tireless	𐑑𐑲𐑼𐑤𐑩𐑕			13
toenail	𐑑𐑴𐑯𐑱𐑤			13
tolerable	𐑑𐑪𐑤𐑼𐑩𐑚𐑩𐑤			13
tombs	𐑑𐑵𐑥𐑟			13
toothpicks	𐑑𐑵𐑔𐑐𐑦𐑒𐑕			13
torrid	𐑑𐑪𐑮𐑦𐑛			13
townsfolk	𐑑𐑬𐑯𐑟𐑓𐑴𐑒			13
toxicity	𐑑𐑪𐑒𐑕𐑦𐑕𐑦𐑑𐑦			13
tramps	𐑑𐑮𐑨𐑥𐑐𐑕			13
transcendent	𐑑𐑮𐑨𐑯𐑕𐑧𐑯𐑛𐑩𐑯𐑑			13
transistor	𐑑𐑮𐑨𐑯𐑟𐑦𐑕𐑑𐑼			13
transports	𐑑𐑮𐑨𐑯𐑕𐑐𐑹𐑑𐑕			13
trickier	𐑑𐑮𐑦𐑒𐑽			13
trimmings	𐑑𐑮𐑦𐑥𐑦𐑙𐑟			13
trombone	𐑑𐑮𐑪𐑥𐑚𐑴𐑯			13
tropics	𐑑𐑮𐑪𐑐𐑦𐑒𐑕			13
trotting	𐑑𐑮𐑪𐑑𐑦𐑙			13
tween	𐑑𐑢𐑰𐑯			13
twos	𐑑𐑵𐑟			13
unbearably	𐑳𐑯𐑚𐑺𐑩𐑚𐑤𐑦			13
undecided	𐑳𐑯𐑛𐑦𐑕𐑲𐑛𐑩𐑛			13
undergone	𐑳𐑯𐑛𐑼𐑜𐑪𐑯			13
undergraduate	𐑳𐑯𐑛𐑼𐑜𐑮𐑨𐑡𐑵𐑩𐑑			13
undetected	𐑳𐑯𐑛𐑦𐑑𐑧𐑒𐑑𐑩𐑛			13
undisputed	𐑳𐑯𐑛𐑦𐑕𐑐𐑿𐑑𐑩𐑛			13
unintentionally	𐑳𐑯𐑦𐑯𐑑𐑧𐑯𐑖𐑩𐑯𐑩𐑤𐑦			13
universally	𐑿𐑯𐑦𐑝𐑻𐑕𐑩𐑤𐑦			13
unlocking	𐑳𐑯𐑤𐑪𐑒𐑦𐑙			13
unsaid	𐑳𐑯𐑕𐑧𐑛			13
upheaval	𐑳𐑐𐑣𐑰𐑝𐑩𐑤			13
uppity	𐑳𐑐𐑦𐑑𐑦			13
upstage	𐑳𐑐𐑕𐑑𐑱𐑡			13
varies	𐑝𐑺𐑦𐑟			13
vary	𐑝𐑺𐑦			13
vehicular	𐑝𐑦𐑣𐑦𐑒𐑿𐑤𐑼			13
veils	𐑝𐑱𐑤𐑟			13
vendettas	𐑝𐑧𐑯𐑛𐑧𐑑𐑩𐑟			13
vendors	𐑝𐑧𐑯𐑛𐑼𐑟			13
venomous	𐑝𐑧𐑯𐑩𐑥𐑩𐑕			13
ventriloquist	𐑝𐑧𐑯𐑑𐑮𐑦𐑤𐑩𐑒𐑢𐑦𐑕𐑑			13
vouched	𐑝𐑬𐑗𐑑			13
vowel	𐑝𐑬𐑩𐑤			13
vowels	𐑝𐑬𐑩𐑤𐑟			13
wartime	𐑢𐑹𐑑𐑲𐑥			13
washcloth	𐑢𐑪𐑖𐑒𐑤𐑪𐑔			13
wasteful	𐑢𐑱𐑕𐑑𐑓𐑩𐑤			13
watery	𐑢𐑷𐑑𐑼𐑦			13
weasels	𐑢𐑰𐑟𐑩𐑤𐑟			13
weeny	𐑢𐑰𐑯𐑦			13
wellington	𐑢𐑧𐑤𐑦𐑙𐑑𐑩𐑯			13
whimsy	𐑢𐑦𐑥𐑟𐑦			13
whisking	𐑢𐑦𐑕𐑒𐑦𐑙			13
widening	𐑢𐑲𐑛𐑩𐑯𐑦𐑙			13
windbag	𐑢𐑦𐑯𐑛𐑚𐑨𐑜			13
windpipe	𐑢𐑦𐑯𐑛𐑐𐑲𐑐			13
womanizer	𐑢𐑫𐑥𐑩𐑯𐑲𐑟𐑼			13
workmen	𐑢𐑻𐑒𐑥𐑧𐑯			13
wriggle	𐑮𐑦𐑜𐑩𐑤			13
affiliates	𐑩𐑓𐑦𐑤𐑦𐑱𐑑𐑕	VBZ		13
subordinate	𐑕𐑩𐑚𐑹𐑛𐑦𐑯𐑱𐑑	VB		13
abode	𐑩𐑚𐑴𐑛			12
abolish	𐑩𐑚𐑪𐑤𐑦𐑖			12
abominable	𐑩𐑚𐑪𐑥𐑦𐑯𐑩𐑚𐑩𐑤			12
abound	𐑩𐑚𐑬𐑯𐑛			12
acids	𐑨𐑕𐑦𐑛𐑟			12
acquaint	𐑩𐑒𐑢𐑱𐑯𐑑			12
activists	𐑨𐑒𐑑𐑦𐑝𐑦𐑕𐑑𐑕			12
adjectives	𐑨𐑡𐑦𐑒𐑑𐑦𐑝𐑟			12
admirably	𐑨𐑛𐑥𐑼𐑩𐑚𐑤𐑦			12
adolescents	𐑨𐑛𐑩𐑤𐑧𐑕𐑩𐑯𐑑𐑕			12
agility	𐑩𐑡𐑦𐑤𐑦𐑑𐑦			12
airman	𐑺𐑥𐑩𐑯			12
alarmist	𐑩𐑤𐑸𐑥𐑦𐑕𐑑			12
ales	𐑱𐑤𐑟			12
amulets	𐑨𐑥𐑿𐑤𐑩𐑑𐑕			12
annabel	𐑨𐑯𐑩𐑚𐑧𐑤			12
antigua	𐑨𐑯𐑑𐑰𐑜𐑩			12
apologetic	𐑩𐑐𐑪𐑤𐑩𐑡𐑧𐑑𐑦𐑒			12
appealed	𐑩𐑐𐑰𐑤𐑛			12
appendectomy	𐑨𐑐𐑧𐑯𐑛𐑧𐑒𐑑𐑩𐑥𐑦			12
argentine	𐑸𐑡𐑩𐑯𐑑𐑲𐑯			12
arises	𐑼𐑲𐑟𐑩𐑟			12
armaments	𐑸𐑥𐑩𐑥𐑩𐑯𐑑𐑕			12
assuredly	𐑩𐑖𐑫𐑼𐑩𐑛𐑤𐑦			12
atheists	𐑱𐑔𐑦𐑦𐑕𐑑𐑕			12
attends	𐑩𐑑𐑧𐑯𐑛𐑟			12
attuned	𐑩𐑑𐑵𐑯𐑛			12
auger	𐑷𐑜𐑼			12
auld	𐑷𐑤𐑛			12
auras	𐑹𐑩𐑟			12
avocado	𐑨𐑝𐑩𐑒𐑭𐑛𐑴			12
avoids	𐑩𐑝𐑶𐑛𐑟			12
awkwardly	𐑷𐑒𐑢𐑼𐑛𐑤𐑦			12
backdoor	𐑚𐑨𐑒𐑛𐑹			12
backdrop	𐑚𐑨𐑒𐑛𐑮𐑪𐑐			12
badgered	𐑚𐑨𐑡𐑼𐑛			12
bails	𐑚𐑱𐑤𐑟			12
baptize	𐑚𐑨𐑐𐑑𐑲𐑟			12
barrage	𐑚𐑨𐑮𐑭𐑠			12
bawdy	𐑚𐑷𐑛𐑦			12
bedspread	𐑚𐑧𐑛𐑕𐑐𐑮𐑧𐑛			12
belated	𐑚𐑦𐑤𐑱𐑑𐑩𐑛			12
believers	𐑚𐑦𐑤𐑰𐑝𐑼𐑟			12
benches	𐑚𐑧𐑯𐑗𐑩𐑟			12
bendy	𐑚𐑧𐑯𐑛𐑦			12
berate	𐑚𐑦𐑮𐑱𐑑			12
berating	𐑚𐑦𐑮𐑱𐑑𐑦𐑙			12
bereft	𐑚𐑦𐑮𐑧𐑓𐑑			12
bicker	𐑚𐑦𐑒𐑼			12
bicycles	𐑚𐑲𐑕𐑦𐑒𐑩𐑤𐑟			12
bide	𐑚𐑲𐑛			12
billiard	𐑚𐑦𐑤𐑘𐑼𐑛			12
binds	𐑚𐑲𐑯𐑛𐑟			12
birmingham	𐑚𐑻𐑥𐑦𐑙𐑩𐑥			12
blarney	𐑚𐑤𐑸𐑯𐑦			12
blasé	𐑚𐑤𐑭𐑟𐑱			12
blissfully	𐑚𐑤𐑦𐑕𐑓𐑩𐑤𐑦			12
bloodline	𐑚𐑤𐑳𐑛𐑤𐑲𐑯			12
blot	𐑚𐑤𐑪𐑑			12
bluster	𐑚𐑤𐑳𐑕𐑑𐑼			12
bookkeeper	𐑚𐑫𐑒𐑒𐑰𐑐𐑼			12
bordering	𐑚𐑹𐑛𐑼𐑦𐑙			12
bowled	𐑚𐑴𐑤𐑛			12
bracken	𐑚𐑮𐑨𐑒𐑩𐑯			12
braided	𐑚𐑮𐑱𐑛𐑩𐑛			12
brewer	𐑚𐑮𐑵𐑼			12
bridegroom	𐑚𐑮𐑲𐑛𐑜𐑮𐑵𐑥			12
brim	𐑚𐑮𐑦𐑥			12
brisket	𐑚𐑮𐑦𐑕𐑒𐑩𐑑			12
bristol	𐑚𐑮𐑦𐑕𐑑𐑩𐑤			12
bros	𐑚𐑮𐑴𐑟			12
brunettes	𐑚𐑮𐑵𐑯𐑧𐑑𐑕			12
buggered	𐑚𐑳𐑜𐑼𐑛			12
bugle	𐑚𐑿𐑜𐑩𐑤			12
bulgarian	𐑚𐑳𐑤𐑜𐑺𐑾𐑯			12
bulky	𐑚𐑳𐑤𐑒𐑦			12
caddie	𐑒𐑨𐑛𐑦			12
cagey	𐑒𐑱𐑡𐑦			12
calculation	𐑒𐑨𐑤𐑒𐑿𐑤𐑱𐑖𐑩𐑯			12
cams	𐑒𐑨𐑥𐑟			12
cannibal	𐑒𐑨𐑯𐑦𐑚𐑩𐑤			12
capsize	𐑒𐑨𐑐𐑕𐑲𐑟			12
carvings	𐑒𐑸𐑝𐑦𐑙𐑟			12
catsup	𐑒𐑧𐑗𐑩𐑐			12
chameleon	𐑒𐑩𐑥𐑰𐑤𐑾𐑯			12
championships	𐑗𐑨𐑥𐑐𐑾𐑯𐑖𐑦𐑐𐑕			12
charmingly	𐑗𐑸𐑥𐑦𐑙𐑤𐑦			12
chassis	𐑗𐑨𐑕𐑦			12
childlike	𐑗𐑲𐑤𐑛𐑤𐑲𐑒			12
chinaman	𐑗𐑲𐑯𐑩𐑥𐑩𐑯			12
chokes	𐑗𐑴𐑒𐑕			12
chucked	𐑗𐑳𐑒𐑑			12
chutes	𐑖𐑵𐑑𐑕			12
clauses	𐑒𐑤𐑷𐑟𐑩𐑟			12
coaxing	𐑒𐑴𐑒𐑕𐑦𐑙			12
coexist	𐑒𐑴𐑦𐑜𐑟𐑦𐑕𐑑			12
collaboration	𐑒𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯			12
combative	𐑒𐑩𐑥𐑚𐑨𐑑𐑦𐑝			12
comforter	𐑒𐑳𐑥𐑓𐑼𐑑𐑼			12
commandos	𐑒𐑩𐑥𐑨𐑯𐑛𐑴𐑟			12
commencing	𐑒𐑩𐑥𐑧𐑯𐑕𐑦𐑙			12
commiserate	𐑒𐑩𐑥𐑦𐑟𐑼𐑱𐑑			12
commissioners	𐑒𐑩𐑥𐑦𐑖𐑩𐑯𐑼𐑟			12
competence	𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑕			12
conan	𐑒𐑴𐑯𐑩𐑯			12
concise	𐑒𐑩𐑯𐑕𐑲𐑕			12
confederacy	𐑒𐑩𐑯𐑓𐑧𐑛𐑼𐑩𐑕𐑦			12
confidentially	𐑒𐑪𐑯𐑓𐑦𐑛𐑧𐑯𐑖𐑩𐑤𐑦			12
confides	𐑒𐑩𐑯𐑓𐑲𐑛𐑟			12
conformity	𐑒𐑩𐑯𐑓𐑹𐑥𐑦𐑑𐑦			12
confronts	𐑒𐑩𐑯𐑓𐑮𐑳𐑯𐑑𐑕			12
conservation	𐑒𐑪𐑯𐑕𐑼𐑝𐑱𐑖𐑩𐑯			12
consoled	𐑒𐑩𐑯𐑕𐑴𐑤𐑛			12
consorting	𐑒𐑩𐑯𐑕𐑹𐑑𐑦𐑙			12
conspirators	𐑒𐑩𐑯𐑕𐑐𐑽𐑩𐑑𐑼𐑟			12
contributes	𐑒𐑩𐑯𐑑𐑮𐑦𐑚𐑿𐑑𐑕			12
